LotArea,Utilities,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,PoolArea,YrSold,MoSold,cluster
0.014205201,0.030187175,-0.7762911,-1.406522,0.15395938,-0.39599007,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,-0.5709167,1.4022079,0.7364386,0.7842444,3.225263,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.15921822,1.7622845,0
0.17156532,0.030187175,-0.7762911,0.3928678,0.15395938,-0.39599007,-0.68721527,-0.22963299,-2.2436228,0.26779857,0.27775478,1.3279182,-0.7828765,0.35662046,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,-0.07974365,0
-0.24087049,0.030187175,-0.7762911,0.3928678,-2.5247374,1.0424411,-0.68721527,2.4607472,-2.2436228,-3.7341502,0.27775478,-0.32080138,1.4512322,0.9718467,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,1.6257466,0.23531511,-0.06304185,-0.6003097,-0.07974365,0
0.16217448,0.030187175,-1.4850681,0.3928678,-2.0286825,0.562964,-0.68721527,-0.22963299,-0.15608431,0.26779857,-2.2967508,-0.84655404,0.7532191,0.18649362,0.7842444,-0.7548488,0.1761252,4.4639387,-0.7707665,1.6257466,0.23531511,-0.06304185,0.15921822,-0.07974365,0
-0.38909355,0.030187175,-0.7762911,2.192258,-1.8302605,0.5150163,-0.68721527,-0.22963299,-0.15608431,0.26779857,0.27775478,-0.54029036,1.5049255,0.8472189,0.7842444,-0.7548488,2.5923817,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-1.3598377,0.288662,0
1.8847603,0.030187175,-0.7762911,-1.406522,-0.1436736,-0.8275195,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.2054127,-0.7828765,0.26166594,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,-0.07974365,0
-0.22183499,0.030187175,-0.7762911,-0.5068271,0.18702972,-0.3480424,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,2.1956654,-0.7828765,1.0292151,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-0.6003097,1.3938788,0
0.059255883,0.030187175,-2.193845,-0.5068271,-2.3593857,-0.6836763,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,-0.3718453,0.81625044,0.39420664,0.7842444,-0.7548488,0.1761252,4.4639387,-0.7707665,0.35423478,0.23531511,-0.06304185,0.9187462,0.6570676,0
0.08159087,0.030187175,-1.4850681,-0.5068271,-0.1436736,-0.8275195,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,0.34787437,-0.7828765,-0.40301576,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,-1.3598377,1.3938788,0
-0.20762183,0.030187175,-0.7762911,-0.5068271,-0.37516594,-1.1631534,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.0114458,-0.7828765,0.11132127,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-1.3598377,1.0254732,0
-0.061682988,0.030187175,-0.7762911,-1.406522,0.18702972,-0.3480424,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,2.0603988,-0.7828765,0.9243694,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-1.3598377,0.6570676,0
-0.20356092,0.030187175,-2.193845,-1.406522,-0.70586926,-1.6426306,-0.68721527,-0.22963299,-0.15608431,-3.7341502,-4.8712564,-0.3054882,-0.7828765,-0.9094399,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,-1.3598377,0.288662,0
-0.25419533,0.030187175,0.6412629,0.3928678,-1.0365726,-1.6426306,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,0.2049513,2.1118934,1.939196,0.7842444,1.2352071,2.5923817,4.4639387,-0.7707665,4.1687703,0.23531511,-0.06304185,0.9187462,0.288662,0
-0.13300267,0.030187175,-0.7762911,-0.5068271,-0.27595493,-1.0193102,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.4504236,-0.7828765,0.45157498,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-1.3598377,1.7622845,0
-0.084525585,0.030187175,-0.7762911,-1.406522,-0.4413066,-1.2590488,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,1.8026268,-0.7828765,0.72456926,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.9187462,2.13069,0
-0.20356092,0.030187175,-2.193845,-1.406522,-0.7389396,-1.6426306,-0.68721527,-0.22963299,-2.2436228,-3.7341502,-2.2967508,-0.3054882,-0.7828765,-0.9094399,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,-1.3598377,-0.4481493,0
-0.20356092,0.030187175,-2.193845,-1.406522,-0.70586926,-1.6426306,-0.68721527,-0.22963299,-2.2436228,-3.7341502,-4.8712564,-0.3054882,-0.7828765,-0.9094399,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,-1.3598377,2.13069,0
-0.57716435,0.030187175,-1.4850681,-0.5068271,-1.3672758,-1.6426306,-2.410549,-2.9200132,-2.2436228,-3.7341502,0.27775478,-2.0103562,0.8979576,-0.8065725,0.7842444,-0.7548488,0.1761252,4.4639387,-2.2788327,0.35423478,-4.289223,-0.06304185,1.6782742,0.288662,0
-0.37411898,0.030187175,-1.4850681,0.3928678,-0.1436736,-0.8275195,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,-0.75977933,3.3911948,2.2754931,2.5929468,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,-2.7810435,-0.06304185,1.6782742,-1.5533661,0
-0.37411898,0.030187175,-0.06751409,0.3928678,-2.0286825,0.6588595,-0.68721527,-0.22963299,0.88768494,-3.7341502,0.27775478,0.25599524,1.6239846,1.5653125,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,1.6257466,0.23531511,-0.06304185,-0.6003097,1.7622845,0
-0.0029267487,0.030187175,-0.7762911,-0.5068271,0.18702972,-0.3480424,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,0.36318755,0.22562398,0.46344432,0.7842444,-0.7548488,1.3842534,4.4639387,0.7372997,0.98999065,0.23531511,-0.06304185,0.9187462,0.6570676,0
-0.15279958,0.030187175,-0.7762911,-0.5068271,-0.1436736,-0.8275195,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.0829072,-0.7828765,0.16671142,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,-4.289223,-0.06304185,0.9187462,-0.8165549,0
-0.24277404,0.030187175,-0.7762911,-1.406522,0.18702972,-0.3480424,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,2.0144594,-0.7828765,0.88876146,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-1.3598377,-0.4481493,0
0.098722816,0.030187175,-0.7762911,-0.5068271,-0.40823627,-1.211101,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.3228137,-0.7828765,0.35266402,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,0.9187462,0.6570676,0
-0.15622598,0.030187175,-0.7762911,-0.5068271,-0.1436736,-0.8275195,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.0829072,-0.7828765,0.16671142,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-1.3598377,1.3938788,0
0.060398012,0.030187175,-0.7762911,-1.406522,-0.24288459,-0.9713626,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.4504236,-0.7828765,0.45157498,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-0.6003097,1.7622845,0
-0.52132684,0.030187175,-1.4850681,-0.5068271,-0.54051757,-1.4028919,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-7.445762,-0.019642076,-0.7828765,-0.6878794,0.7842444,-0.7548488,-1.0320029,4.4639387,-2.2788327,-0.28152114,0.23531511,-0.06304185,0.15921822,-0.07974365,0
0.1518953,0.030187175,-0.7762911,-0.5068271,-0.7720099,-1.6426306,-0.68721527,-0.22963299,-0.15608431,0.26779857,-2.2967508,-0.5913343,1.5329394,0.8313931,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-0.6003097,0.288662,0
-0.13998234,0.030187175,-0.7762911,-2.306217,-2.0286825,-1.6426306,-0.68721527,-2.9200132,-2.2436228,-3.7341502,-4.8712564,-0.08089481,1.8504304,1.4960749,0.7842444,-0.7548488,1.3842534,4.4639387,-2.2788327,3.5330143,0.23531511,-0.06304185,1.6782742,-0.07974365,0
-0.5248802,0.030187175,-1.4850681,-0.5068271,-0.54051757,-1.4028919,-0.68721527,-2.9200132,-1.1998537,-3.7341502,0.27775478,-0.019642076,-0.7828765,-0.6878794,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,0.15921822,-0.07974365,0
-0.1878249,0.030187175,-0.7762911,-0.5068271,-0.11060327,-0.7795718,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.0216545,-0.7828765,0.11923415,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,-0.4481493,0
0.1512608,0.030187175,-1.4850681,0.3928678,-2.8554406,-1.6426306,-0.68721527,-0.22963299,-0.15608431,0.26779857,0.27775478,0.22026448,1.654333,1.5633343,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,2.8972583,0.23531511,-0.06304185,1.6782742,-0.8165549,0
0.07994112,0.030187175,-1.4850681,-0.5068271,-0.11060327,-0.7795718,-0.68721527,-0.22963299,-1.1998537,-3.7341502,0.27775478,1.5525116,-0.7828765,0.5307038,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,1.6782742,-0.8165549,0
-0.075261645,0.030187175,-0.7762911,0.3928678,0.25317037,-0.252147,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,-0.15235634,1.8621027,1.4505758,0.7842444,1.2352071,2.5923817,4.4639387,-0.7707665,2.8972583,0.23531511,-0.06304185,-0.6003097,-1.5533661,0
0.07930661,0.030187175,-1.4850681,-2.306217,-0.1436736,-0.8275195,-2.410549,-2.9200132,-1.1998537,-3.7341502,0.27775478,1.7158521,-0.7828765,0.65730983,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,1.6782742,-0.4481493,0
0.0941543,0.030187175,-0.7762911,0.3928678,-1.5987682,-1.6426306,-0.68721527,-0.22963299,-2.2436228,-3.7341502,-2.2967508,0.34787437,2.242625,2.1607563,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,3.5330143,-2.7810435,-0.06304185,-0.6003097,-1.9217716,0
0.09491572,0.030187175,-0.06751409,1.2925627,-1.8964012,0.5150163,-2.410549,-0.22963299,0.88768494,0.26779857,-2.2967508,0.7153908,2.5787916,3.7492666,0.7842444,-0.7548488,6.216766,4.4639387,-2.2788327,4.804526,0.23531511,-0.06304185,-0.6003097,-1.1849605,0
-0.17856096,0.030187175,-0.7762911,0.3928678,-0.83815056,-1.6426306,-0.68721527,-0.22963299,-1.1998537,-3.7341502,0.27775478,0.09010242,-0.7828765,-0.6028159,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,0.288662,0
-0.41447422,0.030187175,-1.4850681,-2.306217,-0.54051757,-1.4028919,-0.68721527,-0.22963299,-1.1998537,-3.7341502,0.27775478,-0.019642076,-0.7828765,-0.6878794,0.7842444,-0.7548488,-1.0320029,4.4639387,-2.2788327,-0.28152114,0.23531511,-0.06304185,-0.6003097,1.0254732,0
-0.050515495,0.030187175,-0.7762911,0.3928678,-0.20981427,-0.9234149,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,1.1875473,-0.7828765,0.24781841,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.15921822,0.6570676,0
0.24872254,0.030187175,-1.4850681,-1.406522,-0.54051757,-1.4028919,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-4.8712564,0.7153908,-0.7828765,-0.11815217,0.7842444,-0.7548488,1.3842534,4.4639387,-2.2788327,0.98999065,0.23531511,-0.06304185,0.15921822,1.0254732,0
-0.41916966,0.030187175,-1.4850681,-0.5068271,-0.54051757,-1.4028919,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-4.8712564,-0.019642076,-0.7828765,-0.6878794,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,0.15921822,0.288662,0
-0.52031165,0.030187175,-0.7762911,1.2925627,-2.0286825,-1.6426306,-0.68721527,2.4607472,-0.15608431,0.26779857,0.27775478,-0.5709167,0.95398545,0.35662046,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,0.35423478,0.23531511,-0.06304185,1.6782742,-0.07974365,0
-0.24087049,0.030187175,-0.06751409,1.2925627,0.31931105,-0.15625158,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,-0.49945518,1.360187,0.75622076,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.9187462,-0.4481493,0
-0.29746935,0.030187175,-0.06751409,1.2925627,-1.3672758,-1.6426306,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,-0.509664,1.4582357,0.8313931,0.7842444,3.225263,1.3842534,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,0.15921822,0.288662,0
-0.26269785,0.030187175,-0.7762911,-0.5068271,-0.4413066,-1.2590488,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.0216545,-0.7828765,0.11923415,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,2.13069,0
2.857855,0.030187175,-0.06751409,-2.306217,-0.47437692,-0.4439378,1.0361183,-0.22963299,-1.1998537,0.26779857,0.27775478,3.459003,-0.7828765,2.0084336,2.5929468,-0.7548488,1.3842534,4.4639387,-0.7707665,1.6257466,-5.7974024,-0.06304185,-0.6003097,-1.1849605,0
-0.13693666,0.030187175,-0.06751409,2.192258,0.71615505,0.41912094,1.0361183,2.4607472,-0.15608431,0.26779857,0.27775478,0.7153908,-0.7828765,-0.11815217,0.7842444,-0.7548488,-1.0320029,4.4639387,0.7372997,0.98999065,0.23531511,-0.06304185,-1.3598377,-0.8165549,0
-0.2725963,0.030187175,-0.7762911,-1.406522,-0.34209558,-1.1152056,-0.68721527,-0.22963299,0.88768494,-3.7341502,0.27775478,1.6341819,-0.7828765,0.5940068,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-0.6003097,0.288662,0
-0.20749491,0.030187175,-0.7762911,-0.5068271,-0.34209558,-1.1152056,-0.68721527,-0.22963299,-1.1998537,-3.7341502,0.27775478,1.6341819,-0.7828765,0.5940068,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,0.15921822,1.7622845,0
0.082733,0.030187175,-1.4850681,1.2925627,-2.3593857,0.7547549,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-2.2967508,-1.1885486,0.61781865,-0.4069722,0.7842444,-0.7548488,0.1761252,4.4639387,-0.7707665,0.35423478,0.23531511,-0.06304185,0.15921822,0.6570676,0
-0.49213907,0.030187175,-0.7762911,0.3928678,-0.7389396,-1.6426306,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-2.2967508,-0.40502387,1.5539498,0.9936071,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,0.6570676,0
0.09529643,0.030187175,-1.4850681,-0.5068271,-0.24288459,-0.9713626,-0.68721527,-0.22963299,-1.1998537,-3.7341502,0.27775478,0.16411614,-0.7828765,-0.5454476,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,-0.8165549,0
0.1172507,0.030187175,-0.7762911,-0.5068271,-0.20981427,-0.9234149,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.4504236,-0.7828765,0.45157498,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,0.15921822,1.7622845,0
-0.38224077,0.030187175,-0.06751409,0.3928678,-0.83815056,-1.6426306,-0.68721527,-0.22963299,-1.1998537,-3.7341502,-4.8712564,-0.46117222,1.502591,0.9065654,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-0.6003097,0.6570676,0
0.29034686,0.030187175,-0.7762911,-0.5068271,-0.47437692,-1.3069965,-0.68721527,-0.22963299,-2.2436228,0.26779857,-2.2967508,1.6954346,-0.7828765,0.641484,0.7842444,-0.7548488,2.5923817,4.4639387,-0.7707665,1.6257466,0.23531511,-0.06304185,0.15921822,-1.9217716,0
-0.038840387,0.030187175,-1.4850681,-0.5068271,-0.30902526,-1.067258,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,0.16411614,-0.7828765,-0.5454476,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.28152114,0.23531511,-0.06304185,-0.6003097,-1.1849605,0
-0.55305266,0.030187175,-2.193845,0.3928678,-1.8633308,-1.6426306,1.0361183,2.4607472,-0.15608431,-3.7341502,0.27775478,-0.8159277,1.0030098,0.20825402,0.7842444,-0.7548488,0.1761252,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,1.6782742,-0.4481493,0
-0.34620023,0.030187175,-0.7762911,0.3928678,-1.0696429,-1.6426306,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,-0.21105689,-0.7828765,-0.83624583,-1.0244579,-0.7548488,-1.0320029,4.4639387,-0.7707665,-0.9172771,0.23531511,-0.06304185,0.15921822,-1.9217716,0
-0.11447477,0.030187175,-0.7762911,-0.5068271,0.054748394,-0.5398332,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.2666655,-0.7828765,0.3091432,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.15921822,1.7622845,0
-0.17399244,0.030187175,-0.7762911,1.2925627,-2.3593857,0.898598,-0.68721527,-0.22963299,-0.15608431,0.26779857,0.27775478,0.28662163,1.3835319,1.3852946,0.7842444,3.225263,1.3842534,4.4639387,-0.7707665,1.6257466,0.23531511,-0.06304185,0.15921822,1.0254732,0
0.37473756,0.030187175,-0.7762911,-0.5068271,-0.20981427,-0.9234149,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.4504236,-0.7828765,0.45157498,0.7842444,-0.7548488,3.8005097,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,0.15921822,1.7622845,0
-0.0027998453,0.030187175,-0.06751409,-0.5068271,0.84843636,0.6588595,-0.68721527,2.4607472,0.88768494,0.26779857,0.27775478,1.7311653,-0.7828765,0.66917914,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.15921822,0.288662,0
-0.15457623,0.030187175,-0.06751409,-0.5068271,0.22010005,-0.3000947,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,0.40402272,0.58046675,0.7957852,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,1.6782742,-0.8165549,0
-0.31955054,0.030187175,-0.7762911,3.0919528,-2.3593857,0.562964,-0.68721527,2.4607472,-0.15608431,0.26779857,0.27775478,-0.32590577,1.0380272,0.6177454,0.7842444,-0.7548488,1.3842534,4.4639387,0.7372997,0.98999065,0.23531511,-0.06304185,1.6782742,-0.4481493,0
0.12537251,0.030187175,-0.06751409,-0.5068271,-0.24288459,-0.9713626,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.9429977,-0.7828765,0.83337134,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,-1.3598377,0.288662,0
-0.22373854,0.030187175,-0.06751409,-0.5068271,0.22010005,-0.3000947,-0.68721527,-0.22963299,-1.1998537,0.26779857,0.27775478,1.287083,-0.7828765,0.32496896,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,2.2615025,0.23531511,-0.06304185,-1.3598377,1.3938788,0
0.216616,0.030187175,0.6412629,-0.5068271,0.94764733,0.7547549,-0.68721527,-0.22963299,0.88768494,0.26779857,0.27775478,0.021193085,2.9966657,2.5465093,4.401649,3.225263,3.8005097,4.4639387,-0.7707665,0.98999065,0.23531511,-0.06304185,0.9187462,1.3938788,0
-0.145693,0.030187175,-0.7762911,0.3928678,-0.67279893,-1.5946828,-2.410549,-2.9200132,-1.1998537,-3.7341502,0.27775478,-0.25444424,0.0015127572,-0.20519382,0.7842444,-0.7548488,1.3842534,4.4639387,-0.7707665,0.98999065,-2.7810435,-0.06304185,-1.3598377,1.3938788,0
0.082733,0.030187175,-0.06751409,1.2925627,-2.194034,0.7547549,-0.68721527,-0.22963299,0.88768494,-3.7341502,0.27775478,0.15645956,0.8302574,0.8155674,0.7842444,-0.7548488,0.1761252,4.4639387,-0.7707665,0.35423478,0.23531511,-0.06304185,0.15921822,-0.8165549,0
-0.51117456,0.030187175,0.6412629,-0.5068271,-1.3342055,-1.6426306,-0.68721527,-0.22963299,-0.15608431,0.26779857,-4.8712564,-0.35142773,0.9726614,0.5425731,0.7842444,-0.7548488,-1.0320029,4.4639387,-0.7707665,0.98999065,-1.2728642,-0.06304185,0.15921822,-0.8165549,0
